0 5 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
1 17.5 3.75
1 -12.5 6.25
1 -12.5 6.25
1 -12.5 6.25
1 -12.5 6.25
1 -12.5 6.25
1 -12.5 6.25
1 -12.5 6.25
1 -12.5 6.25
1 -12.5 6.25
1 -12.5 6.25
1 -12.5 6.25
1 -12.5 6.25
1 -12.5 6.25
1 -12.5 6.25
1 -12.5 6.25
1 -12.5 6.25
1 -12.5 6.25
1 -12.5 6.25
1 -12.5 6.25
1 -12.5 6.25
1 -12.5 6.25
1 -12.5 6.25
1 -12.5 6.25
1 -12.5 6.25
2 26.875 2.8125
2 -28.125 7.8125
2 -28.125 7.8125
2 -28.125 7.8125
2 -28.125 7.8125
2 -28.125 7.8125
2 -28.125 7.8125
2 -28.125 7.8125
2 -28.125 7.8125
2 -28.125 7.8125
2 -28.125 7.8125
2 -28.125 7.8125
2 -28.125 7.8125
2 -28.125 7.8125
2 -28.125 7.8125
2 -28.125 7.8125
2 -28.125 7.8125
2 -28.125 7.8125
2 -28.125 7.8125
2 -28.125 7.8125
2 -28.125 7.8125
2 -28.125 7.8125
2 -28.125 7.8125
2 -28.125 7.8125
2 -28.125 7.8125
3 33.9062 2.10938
3 -47.6562 9.76562
3 -47.6562 9.76562
3 -47.6562 9.76562
3 -47.6562 9.76562
3 -47.6562 9.76562
3 -47.6562 9.76562
3 -47.6562 9.76562
3 -47.6562 9.76562
3 -47.6562 9.76562
3 -47.6562 9.76562
3 -47.6562 9.76562
3 -47.6562 9.76562
3 -47.6562 9.76562
3 -47.6562 9.76562
3 -47.6562 9.76562
3 -47.6562 9.76562
3 -47.6562 9.76562
3 -47.6562 9.76562
3 -47.6562 9.76562
3 -47.6562 9.76562
3 -47.6562 9.76562
3 -47.6562 9.76562
3 -47.6562 9.76562
3 -47.6562 9.76562
4 39.1797 1.58203
4 -72.0703 12.207
4 -72.0703 12.207
4 -72.0703 12.207
4 -72.0703 12.207
4 -72.0703 12.207
4 -72.0703 12.207
4 -72.0703 12.207
4 -72.0703 12.207
4 -72.0703 12.207
4 -72.0703 12.207
4 -72.0703 12.207
4 -72.0703 12.207
4 -72.0703 12.207
4 -72.0703 12.207
4 -72.0703 12.207
4 -72.0703 12.207
4 -72.0703 12.207
4 -72.0703 12.207
4 -72.0703 12.207
4 -72.0703 12.207
4 -72.0703 12.207
4 -72.0703 12.207
4 -72.0703 12.207
4 -72.0703 12.207
5 43.1348 1.18652
5 -102.588 15.2588
5 -102.588 15.2588
5 -102.588 15.2588
5 -102.588 15.2588
5 -102.588 15.2588
5 -102.588 15.2588
5 -102.588 15.2588
5 -102.588 15.2588
5 -102.588 15.2588
5 -102.588 15.2588
5 -102.588 15.2588
5 -102.588 15.2588
5 -102.588 15.2588
5 -102.588 15.2588
5 -102.588 15.2588
5 -102.588 15.2588
5 -102.588 15.2588
5 -102.588 15.2588
5 -102.588 15.2588
5 -102.588 15.2588
5 -102.588 15.2588
5 -102.588 15.2588
5 -102.588 15.2588
5 -102.588 15.2588
6 46.1011 0.889893
6 -140.735 19.0735
6 -140.735 19.0735
6 -140.735 19.0735
6 -140.735 19.0735
6 -140.735 19.0735
6 -140.735 19.0735
6 -140.735 19.0735
6 -140.735 19.0735
6 -140.735 19.0735
6 -140.735 19.0735
6 -140.735 19.0735
6 -140.735 19.0735
6 -140.735 19.0735
6 -140.735 19.0735
6 -140.735 19.0735
6 -140.735 19.0735
6 -140.735 19.0735
6 -140.735 19.0735
6 -140.735 19.0735
6 -140.735 19.0735
6 -140.735 19.0735
6 -140.735 19.0735
6 -140.735 19.0735
6 -140.735 19.0735
7 48.3258 0.667419
7 -188.419 23.8419
7 -188.419 23.8419
7 -188.419 23.8419
7 -188.419 23.8419
7 -188.419 23.8419
